domain,agency,status,redirect,xml,items,pdfs,completion
hsdl.org,"Department of Homeland Security",404,"https://www.hsdl.org/sitemap.xml",false,0,0,0
homelandsecurity.conferenceon.tv,"Department of Homeland Security",500,"undefined",false,0,0,0
heartofthemidlandscfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
heartofalabamacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
heartlandcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
greencountrycfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
greaterwicfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
greatermscfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
greaterhartfordcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
gopcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
hudhre.info,"Department of Housing and Urban Development",200,"https://hudhre.info/wp-sitemap.xml",true,5,0,1
godirect.org,"Federal Reserve Board",200,"https://godirect.gov/gpw-fe/",false,0,0,1
gocoastguard.com,"U.S. Coast Guard",404,"https://gocoastguard.com/sitemap.xml",false,0,0,0
hubblesite.org,"National Aeronautics and Space Administration",200,"https://science.nasa.gov/mission/hubble/",false,0,0,0
goarmy.com,"Department of the Army",200,"https://www.goarmy.com/sitemap.xml",true,753,0,0.9873417721518988
goang.com,"Department of the Air Force",200,"https://www.airforce.com/goang/sitemap.xml",true,498,0,0.9807692307692307
getsmartaboutdrugs.com,"Drug Enforcement Agency",404,"https://www.getsmartaboutdrugs.gov/sitemap.xml",false,0,0,0
kcp.com,"Department of Energy",500,"undefined",false,0,0,0
gatewaycfc.org,"Combined Federal Campaign",200,"https://celticstats.com/player/guerschonyabusele.html",false,0,0,0
gocivilairpatrol.com,"U.S. Air Force Auxiliary",200,"https://www.gocivilairpatrol.com/sitemap.xml",true,1333,0,0.9684418145956607
ftcampbellareacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
georgewbushlibrary.smu.edu,"National Archives and Records Administration",200,"https://www.georgewbushlibrary.gov/sitemap.xml",true,1,0,0.022727272727272707
genomereference.org,"Department of Health and Human Services",200,"https://www.ncbi.nlm.nih.gov/grc",false,0,0,0
freefilefillableforms.com,"Internal Revenue Service",200,"https://freefilefillableforms.com/sitemap.xml",true,68,0,0
freddiemac.com,"Federal Home Loan Mortgage Corporation",200,"https://www.freddiemac.com/sitemap.xml",true,217,0,0.9615384615384616
fsafeds.com,"Office of Personnel Management",404,"https://www.fsafeds.gov/sitemap.xml",false,0,0,0
frbsf.org,"Federal Reserve Board",500,"https://www.frbsf.org/sitemap_index.xml",false,0,0,0
forestryimages.org,"U.S. Forest Service",404,"https://forestryimages.org/sitemap.xml",false,0,0,1
frbatlanta.org,"Federal Reserve Board",200,"https://www.atlantafed.org/404-Page?aspxerrorpath=/sitemap.xml",false,0,0,0
fmjfee.com,"U.S. Citizenship and Immigration Service",404,"https://www.fmjfee.com/sitemap.xml",false,0,0,0
findtbresources.org,"Centers for Disease Control and Prevention",200,"https://www.riadluzia.com/",false,0,0,0
fhlbtopeka.com,"Interagency Collaboration",500,"https://www.fhlbtopeka.com/sitemap.xml",false,0,0,0
fhlbsea.com,"Interagency Collaboration",200,"https://fhlbsea.com/sitemap.xml",true,35,0,1
fhlbsf.com,"Interagency Collaboration",200,"https://www.fhlbsf.com/sitemap.xml",true,275,0,1
fhlbdm.com,"Interagency Collaboration",403,"undefined",false,0,0,0
fhlbny.com,"Interagency Collaboration",200,"https://www.fhlbny.com/sitemap.xml",true,0,0,0
igs.org,"National Aeronautics and Space Administration",200,"https://igs.org/wp-sitemap.xml",true,187,0,0.926829268292683
fhlbc.com,"Interagency Collaboration",200,"https://www.fhlbc.com/sitemap/sitemap.xml",true,333,0,0.8571428571428572
fhlbcin.com,"Interagency Collaboration",200,"https://www.fhlbcin.com/my.logout.php3?errorcode=19",false,0,0,1
fhlbi.com,"Interagency Collaboration",200,"https://www.fhlbi.com/sitemap.xml",true,55,0,0.28301886792452835
fhlbatl.com,"Interagency Collaboration",500,"http://fhlbatl.com/sitemap.xml",false,0,0,0
fhlb-pgh.com,"Interagency Collaboration",200,"https://www.fhlb-pgh.com/sitemap.xml",true,8,0,0.17021276595744683
fhlbanks.com,"Interagency Collaboration",200,"https://fhlbanks.com/sitemap_index.xml",true,214,0,0.8181818181818181
fhlb-of.com,"Interagency Collaboration",200,"https://fhlb-of.com/sitemap.xml",false,0,0,0
federalreserveeducation.org,"Federal Reserve Board",200,"https://www.federalreserveeducation.org/sitemap.xml",true,795,0,0.045454545454545414
fhlbboston.com,"Interagency Collaboration",200,"https://www.fhlbboston.com/sitemap_index.xml",true,442,100,0.8823529411764706
federallabs.org,"Interagency Collaboration",200,"https://federallabs.org/sitemap.xml",true,0,0,0
fdrlibrary.marist.edu,"National Archives and Records Administration",200,"https://www.fdrlibrary.org/",false,0,0,0
firelab.org,"U.S. Forest Service",500,"undefined",false,0,0,0
fbiacademy.edu,"Federal Bureau of Investigation",500,"undefined",false,0,0,0
fhlb.com,"Interagency Collaboration",500,"https://www.fhlb.com/sitemap.xml",false,0,0,0
federalrelay.us,"General Services Administration",200,"https://www.tmobileaccess.com/services/captions-for-federal-government",false,0,1,0
farmcreditbank.com,"Farm Credit Administration",200,"https://www.farmcreditbank.com/wp-sitemap.xml",true,153,0,1
fanniemae.com,"Federal National Mortgage Association",200,"https://singlefamily.fanniemae.com/sitemap.xml",true,3939,5,0
fairhousingfirst.org,"Department of Housing and Urban Development",404,"undefined",false,0,0,0
escarosacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
fd.org,"U.S. Courts",404,"https://www.fd.org/sitemap.xml",false,0,0,0
farmermac.com,"Federal Agricultural Mortgage Corporation",200,"https://www.farmermac.com/sitemap_index.xml",true,641,0,0.736842105263158
epaosc.org,"Environmental Protection Agency",404,"https://response.epa.gov/sitemap.xml",false,0,0,0
epancic.org,"Environmental Protection Agency",500,"undefined",false,0,0,0
epa.maps.arcgis.com,"Environmental Protection Agency",200,"https://static.arcgis.com/sitemap.xml",false,360009,0,1
enviroflash.info,"Environmental Protection Agency",200,"https://www.enviroflash.info/sitemap.xml",true,25,7,1
elcivicsonline.org,"Department of Education",200,"https://elcivicsonline.org/",false,0,0,0
fcc.us,"Federal Communications Commission",500,"undefined",false,0,0,0
easternmasscfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
ertsupport.org,"Environmental Protection Agency",500,"undefined",false,0,0,0
ertvideo.org,"Environmental Protection Agency",500,"undefined",false,0,0,0
earthkam.ucsd.edu,"National Aeronautics and Space Administration",500,"undefined",false,0,0,0
epcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
e2.gov.cwtsatotravel.com,"General Services Administration",404,"https://e2.gov.cwtsatotravel.com/sitemap.xml",false,0,0,1
earthsystemmodeling.org,"National Aeronautics and Space Administration",200,"https://earthsystemmodeling.org/sitemap.xml",true,20090,1213,0.8571428571428572
dvbic.org,"Department of Defense",200,"https://dvbic.org/sitemap.xml",true,1,0,1
dodsbir.net,"Department of Defense",404,"https://dodsbir.net/sitemap.xml",false,0,0,0
efts.scportal.us,"Department of Defense",500,"undefined",false,0,0,0
dodccrp.org,"Department of Defense",200,"http://www.dodccrp.org/html4/sitemap.html",false,0,0,1
dodea.edu,"Department of Defense",200,"https://www.dodea.edu/sitemap.xml",true,7152,0,0.9659090909090909
dvidshub.net,"Department of Defense",200,"https://www.dvidshub.net/sitemap.xml",true,450000,0,0
dfwmetroplexcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
defensetv.tv,"Department of Defense",500,"undefined",false,0,0,0
deamuseum.org,"Drug Enforcement Agency",200,"https://museum.dea.gov/",false,0,0,0
dodstarbase.org,"Department of Defense",200,"https://dodstarbase.org/sitemap.xml",true,0,0,0
d13cgaux.com,"U.S. Coast Guard Auxiliary",500,"undefined",false,0,0,0
dallasfed.org,"Federal Reserve Board",200,"https://www.dallasfed.org/sitemap.xml",false,0,0,0
d11nuscgaux.info,"U.S. Coast Guard Auxiliary",404,"http://d11nuscgaux.info/sitemap.xml",false,0,0,0
cvand29palmscfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
ctandwmacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cowvcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cybercemetery.unt.edu,"Quasigovernmental",404,"https://cybercemetery.unt.edu/sitemap.xml/",false,0,0,0
digitalvaults.org,"National Archives and Records Administration",200,"https://digitalvaults.org/wp-sitemap.xml",true,550,0,1
cooperativepatentclassification.org,"U.S. Patent and Trademark Office",404,"https://www.cooperativepatentclassification.org/sitemap.xml",false,0,0,0
columbusbenningcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cooperhewitt.org,"Smithsonian Institution",200,"https://www.cooperhewitt.org/sitemap.xml",true,0,0,0
coastalcarolinacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
coastalbendareacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cobank.com,"Farm Credit Administration",200,"https://cobank.com/sitemap.xml",true,0,0,0
clu-in.org,"Environmental Protection Agency",200,"https://www.clu-in.org/sitemap.xml",true,498,0,0.6774193548387097
commissaries.com,"Defense Commissary Agency",200,"https://commissaries.com/sitemap.xml",true,52,0,0.7647058823529411
clevelandfed.org,"Federal Reserve Board",200,"https://www.clevelandfed.org/sitemap.xml",true,5391,0,1
cidi.org,"U.S. Agency for International Development",500,"undefined",false,0,0,0
dhs-summit.us,"Department of Homeland Security",500,"undefined",false,0,0,0
chicagocfc.net,"Combined Federal Campaign",500,"undefined",false,0,0,0
chemcatbio.org,"Department of Energy",404,"https://www.chemcatbio.org/sitemap.xml",false,0,0,0
chattanoogacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cge.concursolutions.com,"General Services Administration",200,"https://usg.concursolutions.com/govui",false,0,0,1
cgaux.org,"U.S. Coast Guard Auxiliary",404,"https://cgaux.org/sitemap.xml",false,0,0,0
cga.edu,"U.S. Coast Guard",409,"undefined",false,0,0,0
cldcentral.usalearning.net,"Office of Personnel Management",500,"undefined",false,0,0,0
cfcwnc.com,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcwesternmontana.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcwesternmichigan.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
chicagofed.org,"Federal Reserve Board",500,"https://www.chicagofed.org/sitemap.xml",false,0,0,0
cipm.info,"National Science Foundation",500,"http://cipm.info/sitemap.xml",false,0,0,0
cfctexasgulfcoast.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcsnj.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcvp.org,"Combined Federal Campaign",200,"https://www.cfcvp.org/sitemap.xml",true,0,0,0
cfcsemi.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcsanantonio.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcofthecsra.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcofgreatersocal.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcofcva.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcnps.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcredrivervalley.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcnnj.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcnorthtexas.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
docsteach.org,"National Archives and Records Administration",200,"https://docsteach.org/sitemap_index.xml",true,7495,0,0.6470588235294117
cfcmontereysantacruz.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcmidsouth.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcnca.org,"Combined Federal Campaign",200,"https://givecfc.org/",false,0,0,0
cfcindiana.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcgreaternc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcgreaterarkansas.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcgno.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfe-dmha.org,"Department of Defense",500,"undefined",false,0,0,0
cfcmaine.org,"Combined Federal Campaign",200,"https://www.cfcmaine.org/sitemap.xml",true,23,0,1
cfcforthood.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfccoastalga.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcaz.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcshr.org,"Combined Federal Campaign",200,"https://www.cfcshr.org/sitemap.xml",true,8,0,0.8888888888888888
cfcaaga.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfc-centralok.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cf-cfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
centraltexascfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
centralpacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cfcgive.org,"Combined Federal Campaign",200,"http://www.cfcgive.org/sitemap.xml",false,0,0,1
centralcaliforniacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
cbp-ntep.info,"Customs and Border Patrol",500,"undefined",false,0,0,0
careeronestop.org,"Employment and Training Administration",202,"https://www.careeronestop.org/sitemap.xml",false,0,0,1
cdse.edu,"Department of Defense",404,"https://www.cdse.edu/sitemap.xml",false,0,0,0
careerinfonet.org,"Employment and Training Administration",202,"https://www.careeronestop.org/",false,0,0,1
buyaccessible.net,"General Services Administration",500,"undefined",false,0,0,0
bushlibrary.tamu.edu,"National Archives and Records Administration",500,"undefined",false,0,0,0
cbacfc.org,"Combined Federal Campaign",200,"https://cbacfc.org/sitemap_index.xml",true,755,0,0.7391304347826086
bie.edu,"Department of the Interior",200,"https://bie.edu/sitemap.xml",true,1577,0,0.8928571428571429
benefeds.com,"Office of Personnel Management",200,"https://www.benefeds.gov/sitemap.xml",true,53,0,1
badgerlandcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
aww.aww-sp.com,"U.S. Coast Guard",500,"undefined",false,0,0,0
capmembers.com,"U.S. Air Force Auxiliary",200,"https://www.gocivilairpatrol.com/sitemap.xml",true,1333,0,0.9684418145956607
atlanticcoastcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0,0
auxpa.org,"U.S. Coast Guard Auxiliary",404,"undefined",false,0,0,0
bobber.info,"U.S. Army Corps of Engineers",503,"undefined",false,0,0,0
armyfuturescommand.com,"Department of the Army",404,"undefined",false,0,0,0
askjan.org,"Department of Labor",200,"https://askjan.org/sitemap.xml",true,16469,0,0.8461538461538461
cdcnpin.org,"Centers for Disease Control and Prevention",404,"http://cdcnpin.org/sitemap.xml",false,0,0,0
armedforcessports.com,"Department of Defense",404,"https://armedforcessports.defense.gov/sitemap.xml",false,0,0,0
americorpsconnect.org,"Corporation for National and Community Service",404,"undefined",false,0,0,0
